"Time","Subsystem #1|Node Voltages|S1) M1","Subsystem #1|Node Voltages|S1) M2","Subsystem #1|Node Voltages|S1) M3","Subsystem #1|Node Voltages|S1) N1","Subsystem #1|Node Voltages|S1) N10","Subsystem #1|Node Voltages|S1) N11","Subsystem #1|Node Voltages|S1) N12","Subsystem #1|Node Voltages|S1) N13","Subsystem #1|Node Voltages|S1) N14","Subsystem #1|Node Voltages|S1) N15","Subsystem #1|Node Voltages|S1) N16","Subsystem #1|Node Voltages|S1) N17","Subsystem #1|Node Voltages|S1) N18","Subsystem #1|Node Voltages|S1) N19","Subsystem #1|Node Voltages|S1) N2","Subsystem #1|Node Voltages|S1) N20","Subsystem #1|Node Voltages|S1) N21","Subsystem #1|Node Voltages|S1) N3","Subsystem #1|Node Voltages|S1) N4","Subsystem #1|Node Voltages|S1) N5","Subsystem #1|Node Voltages|S1) N6","Subsystem #1|Node Voltages|S1) N7","Subsystem #1|Node Voltages|S1) N8","Subsystem #1|Node Voltages|S1) N9","Subsystem #1|Node Voltages|S1) S1","Subsystem #1|Node Voltages|S1) S2","Subsystem #1|Node Voltages|S1) S3"
0.186,-1.744706409,9.97698609,-8.247197627,-1.753913617,-1.992837958,9.510906565,-7.749023179,-2.117055415,9.483061891,-7.670890936,-2.082970209,9.497232841,-7.76618692,-2.063537124,9.973805012,9.594036897,-7.764460593,-8.237331608,-2.02835747,9.55976349,-7.786106687,-2.045495202,9.577679598,-7.761042126,-71.57977251,111.1217955,-39.542023
0.18615,-2.339793522,10.1762467,-7.850786411,-2.348719344,-2.571894248,9.700617729,-7.34354961,-2.693050428,9.669312891,-7.255139339,-2.66225421,9.687036334,-7.354836457,-2.646030852,10.17195932,9.782722387,-7.353181578,-7.840165983,-2.609345773,9.749714914,-7.377867515,-2.627030062,9.766307968,-7.351526419,-76.38262389,109.8989791,-33.51635525
0.1863,-2.927546729,10.34305173,-7.429209618,-2.936161807,-3.143389277,9.859773344,-6.914412968,-3.261098212,9.825157865,-6.81603311,-3.23368721,9.846341735,-6.919791988,-3.220757244,10.33767615,9.940616834,-6.918187571,-7.417874097,-3.182623051,9.908936456,-6.945857366,-3.200832451,9.924176564,-6.91831285,-80.94171054,108.3247976,-27.38308708
0.18645,-3.50610057,10.47686123,-6.983792371,-3.514377495,-3.705637042,9.987848511,-6.462785657,-3.819524901,9.950064955,-6.354768964,-3.79557792,9.974611883,-6.462239272,-3.786011894,10.47041956,10.06717451,-6.460665293,-6.971782902,-3.746487685,10.0368977,-6.491259963,-3.765201321,10.05075205,-6.462586024,-85.24240024,106.4042797,-21.16187941
0.1866,-4.073570019,10.57722329,-6.515969305,-4.081483444,-4.256718457,10.08429422,-5.990107339,-4.366444311,10.0435115,-5.872802959,-4.346018466,10.07130534,-5.98363146,-4.339872645,10.56974139,10.16186032,-5.982063725,-6.503328572,-4.299026098,10.13305965,-6.015527015,-4.318218391,10.14549688,-5.985793769,-89.27085488,104.1435624,-14.87270749
0.18675,-4.628126411,10.64379356,-6.027230146,-4.635653154,-4.79487616,10.14869059,-5.497789901,-4.900118699,10.10508681,-5.371566364,-4.883258072,10.13600206,-5.485396884,-4.880572505,10.63530086,10.22425612,-5.48380818,-6.014002077,-4.838477095,10.19700545,-5.520084682,-4.858119074,10.20799899,-5.48935903,-93.01410512,101.5498719,-8.535766766
0.1869,-5.167987624,10.67633727,-5.519123844,-5.175106649,-5.318412727,10.18072719,-4.987261374,-5.418874257,10.13449965,-4.852515698,-5.405607009,10.16839689,-4.968988456,-5.406405429,10.66686652,10.2540526,-4.96735394,-5.505353396,-5.363143544,10.22843413,-5.006385753,-5.383203218,10.23795109,-4.974733837,-96.46010321,98.63150477,-2.171401562
0.18705,-5.691400339,10.67473341,-4.993283077,-5.698092757,-5.825501514,10.18021554,-4.460161396,-5.920918344,10.1315598,-4.317315146,-5.911253828,10.16830011,-4.436065225,-5.915545153,10.6643204,10.25105629,-4.434360557,-4.979016,-5.871207303,10.22716363,-4.476080055,-5.891646667,10.2351694,-4.443570904,-99.59776939,95.39780202,4.199967363
0.1872,-6.196672917,10.63895525,-4.451373309,-6.202921967,-6.314452205,10.14702796,-3.918108772,-6.404578716,10.09615172,-3.767603289,-6.398507497,10.13558314,-3.888260701,-6.406287768,10.62763854,10.21514589,-3.886465139,-4.436655928,-6.360972533,10.1930743,-3.930798841,-6.381751641,10.19953346,-3.89750196,-102.4168973,91.85898059,10.55791666
0.18735,-6.682193987,10.56911833,-3.895125947,-6.687984923,-6.783675004,10.08114775,-3.362786933,-6.868271682,10.02827304,-3.20507964,-6.865776638,10.07024004,-3.327275148,-6.877024132,10.556939,10.14632125,-3.325369148,-3.880005023,-6.830845468,10.12616571,-3.372239126,-6.851914962,10.13104108,-3.338224531,-104.9086072,88.02654084,16.88206633
0.1875,-7.146386869,10.46543416,-3.326331609,-7.151706866,-7.2315299,9.982687145,-2.796045958,-7.310363389,9.928037502,-2.631599384,-7.311417324,9.972376237,-2.754968857,-7.326095094,10.4524355,10.0446946,-2.752935951,-3.310854178,-7.279181891,10.02655425,-2.802254077,-7.300487001,10.02981198,-2.767596204,-107.0648822,83.91273172,23.15215044
0.18765,-7.587749866,10.32822594,-2.746815413,-7.592587903,-7.65647756,9.851886861,-2.219690063,-7.729329432,9.795676149,-2.048990021,-7.733893458,9.842225961,-2.173165185,-7.751952266,10.31445319,9.910506729,-2.170994027,-2.731028657,-7.704439838,9.894487712,-2.222659918,-7.725923397,9.896087386,-2.18743695,-108.8788135,79.53072845,29.34808502
0.1878,-8.004850746,10.15792065,-2.158439049,-8.00919746,-8.057040416,9.689089851,-1.635554901,-8.123715342,9.631517174,-1.459102937,-8.131734204,9.680120864,-1.583712715,-8.153111993,10.14342074,9.744100557,-1.581404536,-2.142390227,-8.105144293,9.730309446,-1.635300765,-8.126745036,9.73021547,-1.5995983,-110.3445919,74.89456353,35.45002842
0.18795,-8.396328852,9.955058472,-1.563105772,-8.400176392,-8.431809832,9.494773924,-1.045625163,-8.492126956,9.436020981,-0.8639326075,-8.503540278,9.486521471,-0.9886119018,-8.528157482,9.939879816,9.545953902,-0.9861678881,-1.546842159,-8.479893128,9.534494985,-1.042168097,-8.501539913,9.532673309,-1.006074119,-111.4575255,70.01906766,41.43845786
0.1881,-8.760912756,9.720277063,-0.9627334813,-8.764254642,-8.779476359,9.269477553,-0.4518644431,-8.833273366,9.209730022,-0.2654483705,-8.848012449,9.261970656,-0.389836983,-8.87577281,9.704469304,9.316627247,-0.3872642127,-0.9463023104,-8.827384537,9.307595668,-0.4452314188,-8.848999831,9.304017819,-0.4088380794,-112.2140517,64.91981755,47.29423415
0.18825,-9.097422714,9.454320577,-0.3592492501,-9.100253682,-9.098822076,9.01389804,0.14376862,-9.14596014,8.953327034,0.3343674792,-9.163949581,9.007151498,0.2106296415,-9.194737024,9.43793442,9.056824263,0.2133189896,-0.3426977192,-9.146409115,9.050306441,0.1535373527,-9.16791035,9.044954037,0.1901329672,-112.6117493,59.61308333,52.99866601
0.1884,-9.404770109,9.158040251,0.2454056457,-9.40708597,-9.388686128,8.728872274,0.7392591431,-9.429051915,8.667641665,0.9334805372,-9.450207466,8.722897571,0.8107543079,-9.483900009,9.141127296,8.76739117,0.813540955,0.2620303713,-9.435818358,8.763476066,0.7521182109,-9.45711883,8.756326971,0.7888100151,-112.6493455,54.1157788,58.53356674
0.18855,-9.681887834,8.832459116,0.8491385527,-9.683685379,-9.648006847,8.415318999,1.332554241,-9.681507046,8.353597925,1.529822815,-9.705734303,8.410138099,1.408468211,-9.742198817,8.815071664,8.449274625,1.411327168,0.8657893957,-9.694554074,8.448043269,1.348446671,-9.715566898,8.439081679,1.385126702,-112.3267189,48.44705335,63.87966556
0.1887,-9.928040911,8.478469257,1.45031437,-9.929317773,-9.875950544,8.074196803,1.921713351,-9.902488278,8.012166843,2.12145223,-9.929699291,8.069831586,2.001825654,-9.96878918,8.460660235,8.103461365,2.004728263,1.46694426,-9.921792499,8.104967189,1.940594581,-9.942416072,8.094192237,1.977143175,-111.6449019,42.62194549,69.02295645
0.18885,-10.14234432,8.097312775,2.046802745,-10.14309886,-10.07169777,7.70670118,2.504605079,-10.09117993,7.644546149,2.706232744,-10.12128489,7.703183162,2.588681221,-10.16284455,8.07913567,7.731174964,2.591600354,2.063364535,-10.11670284,7.735464047,2.526422852,-10.13684325,7.722879131,2.562720641,-110.606077,36.66070811,73.94536889
0.189,-10.32414114,7.690176779,2.636760739,-10.32437236,-10.23460562,7.31397783,3.079468025,-10.24696399,7.251867341,3.282364534,-10.2798676,7.311323329,3.1672444,-10.32373667,7.671685553,7.333573152,3.170141987,2.65320719,-10.27865665,7.340674986,3.104150412,-10.29821423,7.326294816,3.140071557,-109.2135668,30.58181599,78.63175085
0.18915,-10.47283668,7.258388131,3.218261362,-10.47254423,-10.36405742,6.89745172,3.644214028,-10.36924342,6.835532277,3.847748322,-10.40484377,6.895659123,3.735410387,-10.45085546,7.239637191,6.912087766,3.738247643,3.234545118,-10.40704282,6.922016106,3.671687494,-10.42592187,6.905865918,3.707100414,-107.4718315,24.40474327,83.06708823
0.1893,-10.58795535,6.803345195,3.789428651,-10.58713949,-10.45968244,6.458562735,4.196916495,-10.45765214,6.396968294,4.400453928,-10.49585415,6.457614873,4.291242217,-10.54383354,6.784389308,6.468174275,4.293986694,3.805502292,-10.5014906,6.480919773,4.227105581,-10.51959392,6.463040247,4.261879155,-105.3864458,18.14932386,87.23712195
0.18945,-10.66913078,6.326502835,4.348434443,-10.66779242,-10.52118234,5.998715856,4.735785648,-10.51190688,5.937582292,4.938678584,-10.55261414,5.998591209,4.832930536,-10.60238136,6.307397127,6.003262815,4.835548621,4.364250474,-10.56170687,6.018792637,4.768603352,-10.5789434,5.999237177,4.802604842,-102.9640882,11.83566862,91.12841962
0.1896,-10.71610489,5.829413817,4.893466488,-10.71424562,-10.54837072,5.519558302,5.258943993,-10.53184607,5.459010369,5.460548291,-10.57495522,5.520226691,5.358597109,-10.62632809,5.810213761,5.519014382,5.361050005,4.908977391,-10.58751269,5.537280036,5.294307297,-10.60379048,5.516112191,5.327399961,-100.2125208,5.484071181,94.72844959
0.18975,-10.72873766,5.313694942,5.422766944,-10.72635986,-10.54121847,5.022788174,5.76465622,-10.51745506,4.96293877,5.964317661,-10.56285763,5.024210646,5.86649468,-10.61565678,5.294456298,5.017141901,5.868746752,5.437925275,-10.57887126,5.038084317,5.802479229,-10.59411227,5.015375319,5.834524499,-97.14055987,-0.8850741811,98.02563405
0.1899,-10.70699491,4.78100581,5.934640142,-10.7041018,-10.49979081,4.510009424,6.251292006,-10.46882001,4.450998073,6.44835901,-10.5164025,4.512166354,6.354987636,-10.57044879,4.76178463,4.499290844,6.357002988,5.949398605,-10.53585396,4.522829807,6.291484942,-10.5499838,4.498658749,6.322346426,-93.75804531,-7.251336226,101.0093815
0.19005,-10.65094869,4.233071186,6.427424832,-10.6475445,-10.42433467,3.982977745,6.717213994,-10.38620343,3.924956341,6.911038879,-10.435854,3.985853815,6.822429781,-10.49096313,4.213923807,3.967248248,6.824179282,6.441736394,-10.45870756,3.993280112,6.759678799,-10.4716608,3.967738625,6.789225211,-90.07569201,-13.59430157,103.6699936
0.1902,-10.56081529,3.671681839,6.899541809,-10.55690536,-10.31521064,3.443520639,7.160905469,-10.26998824,3.386648974,7.350851566,-10.32158989,3.447102981,7.267301347,-10.37758029,3.652664817,3.422864323,7.268757747,6.913359866,-10.34779917,3.451271725,7.205540318,-10.35951586,3.424459305,7.233642242,-86.10548315,-19.89364722,105.9991304
0.19035,-10.43688865,3.09864089,7.349482128,-10.43247956,-10.17279989,2.893425384,7.581007866,-10.12059746,2.837862443,7.766426703,-10.17402101,2.897698695,7.688226444,-10.23071791,3.079810957,2.867941192,7.689364991,7.362760667,-10.20352187,2.898596341,7.62769235,-10.21395291,2.870617328,7.654226241,-81.86010376,-26.12919781,107.9893016
0.1905,-10.27958654,2.515794736,7.775813346,-10.27468628,-9.997697628,2.33456952,7.976221195,-9.938653396,2.280468515,8.156457242,-9.993762074,2.339509882,8.083888577,-10.05099081,2.497208753,2.30436665,8.084689923,7.788507141,-10.02647564,2.33712762,8.024818356,-10.03558124,2.3080954,8.049667232,-77.35315692,-32.28099286,109.6341498
0.19065,-10.08943357,1.925016876,8.177183261,-10.08405167,-9.790614573,1.768826639,8.345294014,-9.724882585,1.716339352,8.51971308,-9.781539144,1.774405032,8.453040428,-9.839127708,1.906731725,1.734029768,8.453492992,8.189248097,-9.817370727,1.768737028,8.395660902,-9.82511881,1.738775623,8.418719434,-72.59907312,-38.32935145,110.9284246
0.1908,-9.867052431,1.328188644,8.552327045,-9.861200108,-9.552324834,1.198002654,8.687109551,-9.480070387,1.147294781,8.85509681,-9.538131564,1.204191584,8.79456684,-9.595909035,1.310261137,1.158758069,8.794669841,8.563719965,-9.576975939,1.195237836,8.739100426,-9.583343576,1.164477589,8.760272267,-67.61305644,-44.25494268,111.8679991
0.19095,-9.61317152,0.7272211783,8.900066862,-9.606861839,-9.283707331,0.6240080754,9.000676622,-9.205127047,0.575234233,9.161631209,-9.264434636,0.6307714253,9.107478181,-9.322236308,0.7097079279,0.5804635249,9.107231013,8.910746425,-9.306167054,0.6185397949,9.054140953,-9.311145279,0.5871129338,9.073334343,-62.4110341,-50.03884827,112.4498824
0.1911,-9.328619671,0.1240343124,9.219311073,-9.321867636,-8.985741857,0.04872606091,9.285102925,-8.901051275,0.002038069186,9.438455284,-8.961437352,0.05602816934,9.390891096,-9.019107016,0.1069915571,0.001039269991,9.390294026,9.229237624,-9.005914817,0.04053512072,9.339885895,-9.009508203,0.008574352401,9.357020798,-57.00960081,-55.66262511,112.6722259
0.19125,-9.014315291,-0.4794543315,9.5090565,-9.007137969,-8.659465271,-0.5260552591,9.53956342,-8.568909904,-0.5704948748,9.684780097,-8.630197871,-0.5182409269,9.643997562,-8.687579409,-0.4959708953,-0.5777032003,9.643060454,9.518192466,-8.677264415,-0.5369719597,9.595516622,-8.679484773,-0.5693316511,9.610521962,-51.4259705,-61.10836089,112.5343314
0.1914,-8.671362479,-1.081148018,9.768306086,-8.663779015,-8.306107081,-1.098443381,9.763296016,-8.209942354,-1.140463812,9.899877341,-8.271960567,-1.090139543,9.866035537,-8.32889261,-1.097083561,-1.153853683,9.864780931,9.776616309,-8.321450069,-1.112073725,9.820253408,-8.322310005,-1.144697538,9.833081455,-45.67945277,-66.35719885,112.0366516
0.19155,-8.300726824,-1.679402085,9.99638416,-8.292758554,-7.926733406,-1.666825032,9.955842946,-7.825269335,-1.706241914,10.08331366,-7.887822311,-1.658046271,10.05655254,-7.944152409,-1.694702745,-1.72578731,10.05500075,10.00383612,-7.93954809,-1.683149049,10.01362889,-7.939078368,-1.715900108,10.02423716,-39.78595879,-71.39482981,111.1807886
0.1917,-7.903633811,-2.27224421,10.19254164,-7.895304308,-7.522653953,-2.229291271,10.11665267,-7.416234427,-2.265943318,10.2345603,-7.479118991,-2.220061156,10.21499797,-7.534696037,-2.286857311,-2.291598648,10.21317071,10.19910571,-7.53288357,-2.248284978,10.17507856,-7.531117212,-2.281030649,10.18343802,-33.76498368,-76.20450629,109.96949
0.19185,-7.481357277,-2.857797796,10.35617368,-7.47269229,-7.095233218,-2.784116542,10.2453471,-6.984224169,-2.817836213,10.35327729,-7.047232354,-2.774453116,10.34099912,-7.101905117,-2.871672184,-2.849553014,10.33892924,10.36182343,-7.102825449,-2.805739124,10.30421445,-7.099802202,-2.838352683,10.31031193,-27.6357069,-80.77093103,108.4066379
0.192,-7.035239798,-3.434216022,10.48677527,-7.026267219,-6.645783213,-3.32974282,10.34162808,-6.530568547,-3.360353123,10.43920635,-6.59348878,-3.319651976,10.43426808,-6.647106226,-3.44730232,-3.398071193,10.43199507,10.49148767,-6.650700455,-3.353934255,10.40072944,-6.646459223,-3.386289873,10.40456752,-21.41777564,-85.07946266,106.4972383
0.19215,-6.566726483,-3.999646617,10.58393503,-6.557476247,-6.175819934,-3.864443846,10.40527678,-6.056790424,-3.891777607,10.49217846,-6.119409454,-3.853934423,10.49460103,-6.171822429,-4.011897533,-3.935425081,10.49216138,10.58769068,-6.178020554,-3.891133835,10.46439955,-6.172607269,-3.923112327,10.46599221,-15.13115648,-89.11625008,104.2474066
0.1923,-6.077321601,-4.552282457,10.64735362,-6.067825522,-5.686824711,-4.386563102,10.43619729,-5.564389507,-4.410479745,10.51213652,-5.626485122,-4.375652436,10.52191767,-5.677550457,-4.563653141,-4.459969303,10.51934748,10.65013695,-5.686271099,-4.415672951,10.49513051,-5.679738741,-4.447166267,10.49450076,-8.796033689,-92.86831088,101.6643446
0.19245,-5.56857452,-5.090374855,10.67683373,-5.558866138,-5.180233902,-4.894606697,10.4343623,-5.054823853,-4.914973829,10.49909495,-5.116166004,-4.883310619,10.51620472,-5.165744951,-5.100823188,-4.970205136,10.51354201,10.67863316,-5.176900966,-4.926042596,10.49289636,-5.169303541,-4.956950187,10.49007578,-2.432738909,-96.32358255,98.75632146
0.1926,-5.042117087,-5.612208142,10.67228613,-5.032231476,-4.657712337,-5.387033092,10.39981907,-4.52974636,-5.403734049,10.45316658,-4.590111403,-5.375370434,10.47754195,-4.638064285,-5.621695042,-5.464586069,10.47482052,10.67309417,-4.651571177,-5.42069226,10.45775292,-4.642962011,-5.45091861,10.45278182,3.93832266,-99.47097044,95.53264778
0.19275,-4.499615966,-6.116123113,10.63371865,-4.48958947,-4.120866174,-5.862364159,10.3327016,-3.990779845,-5.875299897,10.37453388,-4.049943514,-5.850358346,10.40607674,-4.096126961,-6.124612839,-5.941638068,10.40333249,10.63353198,-4.111902606,-5.898137524,10.38983499,-4.102333874,-5.927594093,10.38276479,10.2967397,-102.3003266,92.00358694
0.1929,-3.942778978,-6.600530597,10.56125127,-3.932648994,-3.571235111,-6.319202145,10.23323929,-3.439490948,-6.32829418,10.26345782,-3.497225267,-6.306882787,10.30204834,-3.541499403,-6.607991011,-6.399966744,10.29931531,10.56007078,-3.559457311,-6.356970405,10.28936878,-3.548981393,-6.385578003,10.2802571,16.62215134,-104.8025795,88.1804282
0.19305,-3.373381511,-7.06389631,10.45512901,-3.363186216,-3.010511479,-6.756151193,10.10180618,-2.877591433,-6.761348712,10.12035385,-2.93366573,-6.743553959,10.16584567,-2.975890942,-7.070299108,-6.838183524,10.16314772,10.4529598,-2.995944479,-6.795788945,10.15673048,-2.984611876,-6.823476898,10.14563616,22.89430985,-106.9698068,84.075497
0.1932,-2.793228518,-7.504746128,10.31568231,-2.783006551,-2.440398045,-7.171898702,9.93878255,-2.306786011,-7.173162456,9.945630453,-2.360978398,-7.159055769,9.997853795,-2.401013676,-7.510067069,-7.254969127,9.995219363,10.31253356,-2.423082838,-7.21326624,9.99229571,-2.410940115,-7.239971454,9.979287425,29.09314967,-108.7950553,79.70190561
0.19335,-2.204153269,-7.921683517,10.1433441,-2.19394347,-1.862554646,-7.565250205,9.744609609,-1.728735138,-7.562543701,9.739778669,-1.780832265,-7.552185486,9.798535458,-1.818536641,-7.925902595,-7.649117745,9.795987209,10.13922907,-1.842551622,-7.608190649,9.796512055,-1.829638527,-7.633856307,9.781663014,35.19884588,-110.2724897,75.07364381
0.1935,-1.608033784,-8.313376261,9.9386634,-1.597874884,-1.278766712,-7.934985555,9.51988792,-1.145211136,-7.92829406,9.503445667,-1.195011005,-7.921722861,9.568510881,-1.230249435,-8.316477851,-8.019405089,9.566066596,9.933599244,-1.256142107,-7.979329711,9.569988179,-1.242496807,-8.003906304,9.553373718,41.19188502,-111.3973885,70.20550352
0.19365,-1.00675885,-8.67857382,9.702281491,-0.99668916,-0.6907536089,-8.279950817,9.265273102,-0.5579306439,-8.269281962,9.2373181,-0.6052382096,-8.266514675,9.308451868,-0.6378830605,-8.680546796,-8.364679698,9.306117625,9.696289086,-0.6655856797,-8.325519681,9.313385943,-0.6512457199,-8.34896644,9.29508086,47.05312772,-112.166156,65.11302827
0.1938,-0.4022277496,-9.016112344,9.434933804,-0.3922848993,-0.1002455872,-8.599085298,8.981460092,0.0313881026,-8.58447422,8.942135243,-0.01324169778,-8.585501833,9.019075031,-0.04317188597,-9.016950145,-8.683880057,9.016852326,9.428037562,-0.07261985699,-8.645691722,9.027415173,-0.05762042683,-8.667975083,9.007494489,52.7638701,-112.5763347,59.81246461
0.19395,0.2036397646,-9.324915876,9.137462206,0.2134191052,0.490899169,-8.891392254,8.669256699,0.6209212954,-8.872896954,8.618758281,0.5791297767,-8.877701297,8.701218746,0.5520338259,-9.324616525,-8.976008709,8.699103718,9.129689859,0.5208953086,-8.938856483,8.712902527,0.5365245078,-8.95993966,8.691441431,58.30590044,-112.6266132,54.32071277
0.1941,0.808792876,-9.603931019,8.810864119,0.8183733189,1.080856972,-9.155914013,8.329565332,1.208856371,-9.133612614,8.268110994,1.170045566,-9.142157077,8.355792878,1.145898968,-9.602497148,-9.240105465,8.353780952,8.802246421,1.11311519,-9.20405013,8.370757325,1.129352104,-9.223901855,8.347832521,63.66010094,-112.3168281,48.65672713
0.19425,1.411584239,-9.852394227,8.456028335,1.420931853,1.66795848,-9.391776644,7.963319808,1.79351295,-9.365788718,7.891152395,1.75782502,-9.378014344,7.983743188,1.736731119,-9.849832991,-9.475316744,7.981823174,8.446598837,1.702363567,-9.44041765,8.00191906,1.719178151,-9.459003764,7.977607248,68.81203162,-111.6479664,42.83593483
0.1944,2.009928963,-10.06942483,8.074160645,2.01901143,2.250290345,-9.598127968,7.571675854,2.372988131,-9.568608554,7.489047069,2.340542118,-9.584439492,7.586228398,2.322600499,-10.06574779,-9.680799721,7.584383676,8.063955433,2.286704361,-9.647117934,7.607548822,2.304072871,-9.664405683,7.581921715,73.74382843,-110.6221634,36.87833497
0.19455,2.601993258,-10.25435176,7.666421575,2.610780047,2.826202374,-9.774353399,7.155609575,2.945645881,-9.741448432,7.062821588,2.916546691,-9.76079804,7.164255996,2.901847638,-10.24957477,-9.85591796,7.16247238,7.655478981,2.864475928,-9.823520488,7.188647888,2.882377118,-9.839477034,7.161779862,78.44024514,-109.2426927,30.80244751
0.1947,3.185864228,-10.40656431,7.234112176,3.194326719,3.393735097,-9.919785136,6.716404566,3.509559108,-9.883645277,6.613792117,3.483886926,-9.906419385,6.71912981,3.472512906,-10.4007073,-9.999994761,6.717391056,7.22247252,3.43371957,-9.968957912,6.746514687,3.452132265,-9.983548242,6.718478585,82.88625292,-107.5139623,24.62770937
0.19485,3.759675648,-10.52555911,6.77860304,3.767787298,3.951111987,-10.03387176,6.25539322,4.062966558,-9.994650565,6.143303013,4.040788082,-10.02074066,6.252193659,4.032806624,-10.51864595,-10.11247493,6.250477276,6.766308301,3.992652486,-10.08286826,6.282491838,4.011552955,-10.09606504,6.253357488,87.06758284,-105.4414938,18.37391092
0.195,4.321604636,-10.61093936,6.301324465,4.329341007,4.496659861,-10.11613911,5.773876672,4.604200264,-10.07401009,5.652671694,4.585574444,-10.10329015,5.7647613,4.5810343,-10.60299761,-10.19288737,5.763043593,6.288418042,4.539593127,-10.16478352,5.79789667,4.558952751,-10.17655709,5.767729968,90.97078669,-103.0319111,12.06112444
0.19515,4.869829164,-10.66241501,5.803807329,4.877167973,5.028486362,-10.16624133,5.273378916,5.131404255,-10.12136842,5.143451219,5.116367215,-10.15370761,5.25837865,5.11530541,-10.65347571,-10.24087104,5.256633676,5.790333783,5.07265494,-10.21435204,5.294264972,5.092442101,-10.2246751,5.263133995,94.58330704,-100.2929205,5.709613421
0.1953,5.402583387,-10.6798053,5.287635284,5.409504547,5.544832521,-10.18392653,4.755405043,5.64284984,-10.13648979,4.61716978,5.631413719,-10.17175433,4.734566064,5.633857305,-10.66990268,-10.25618218,4.73277328,5.273640062,5.590076823,-10.23134132,4.773114303,5.61025997,-10.24017595,4.741088976,97.89353038,-97.23328057,-0.6602498121
0.19545,5.918155401,-10.66303125,4.754445887,5.924640958,6.044056993,-10.16898736,4.221498553,6.136902533,-10.11918979,4.075384879,6.12907042,-10.15723237,4.194880008,6.135025105,-10.65220246,-10.23862631,4.193019501,4.739975148,6.090206412,-10.21555953,4.235997683,6.110749123,-10.22287018,4.203148998,100.8908244,-93.86277949,-7.028044888
0.1956,6.414857779,-10.61211693,4.205954412,6.420891868,6.524443543,-10.12133157,3.673459414,6.611858003,-10.0694077,3.519892425,6.607619573,-10.11006946,3.64112064,6.617072172,-10.6004018,-10.1881376,3.639169823,4.191054827,6.571324456,-10.1669373,3.684714464,6.592182791,-10.17268604,3.651112465,103.5654284,-90.19206398,-13.3733644
0.19575,6.891093615,-10.52722673,3.643924865,6.896662381,6.984370041,-10.04102552,3.112984519,7.066117324,-9.98720856,2.952413613,7.065447776,-10.03033057,3.075007321,7.078369904,-10.51466749,-10.10478502,3.072949111,3.628643431,7.031808574,-10.08554974,3.120976007,7.052934162,-10.08969997,3.086694325,105.9089507,-86.23306319,-19.6758875
0.1959,7.345320171,-10.40861198,3.070152386,7.350411636,7.422257251,-9.928235031,2.541800329,7.498128988,-9.872745887,2.374708335,7.500988519,-9.918168627,2.498295251,7.517335725,-10.39525294,-9.988727907,2.496118591,3.054536321,7.470084879,-9.971562956,2.546530249,7.491425827,-9.974075417,2.511646791,107.9138392,-81.99840709,-25.91543209
0.19605,7.776060004,-10.25664446,2.486488779,7.780663946,7.836542369,-9.783265913,1.961823639,7.906354961,-9.726308233,1.788715028,7.912692564,-9.773871071,1.912923272,7.932405031,-10.24253178,-9.840267247,1.910618684,2.470585409,7.884602208,-9.82527907,1.96330898,7.906099079,-9.826114933,1.927903565,109.5736727,-77.50164433,-32.07202834
0.1962,8.181925452,-10.07180119,1.894803426,8.186033272,8.225833531,-9.606490679,1.374959156,8.289404154,-9.548260679,1.196339419,8.29916936,-9.597801412,1.320808325,8.322167828,-10.05698264,-9.659784,1.318369037,1.878660092,8.273970859,-9.647068536,1.373227158,8.295553307,-9.646199582,1.337380749,110.8831361,-72.75715582,-38.12598033
0.19635,8.561606931,-9.854662894,1.296991981,8.565211477,8.588766814,-9.398387791,0.7831167559,8.645923733,-9.33907739,0.5995068807,8.659057864,-9.390432965,0.7238765874,8.685249315,-9.839187596,-9.447767142,0.7213029769,1.280656017,8.636831343,-9.437415587,0.7782036037,8.658421975,-9.434814832,0.7420025841,111.8380371,-67.78010776,-44.05792929
0.1965,8.913872966,-9.60592739,0.6949825359,8.916968403,8.924030873,-9.159638333,0.1883045564,8.974620926,-9.09942345,2.39586414E-4,8.99105373,-9.152436709,0.1241483494,9.020336213,-9.589845643,-9.204901722,0.121447489,0.6785012289,8.971871553,-9.197006866,0.1802463457,8.993391996,-9.192648782,0.1437852699,112.4353189,-62.58639834,-49.84892053
0.19665,9.23758479,-9.326387092,0.09070845892,9.240166442,9.230450319,-8.89098235,-0.4075043366,9.274335406,-8.830028473,-0.5994781598,9.293989154,-8.884548466,-0.4763915368,9.326250315,-9.309750155,-8.931942043,-0.4792032296,0.07412904044,9.277919882,-8.926592154,-0.418668896,9.29928937,-8.920455568,-0.4552870319,112.6730684,-57.19260561,-55.48046283
0.1968,9.531691743,-9.016929099,-0.5138869785,9.533755958,9.506947988,-8.593222104,-1.002297545,9.544001148,-8.531700962,-1.197630529,9.566790284,-8.587576919,-1.075723715,9.601900183,-8.999789054,-8.62971593,-1.078625945,-0.5305173159,9.553900087,-8.626986897,-1.016530583,9.575029944,-8.619057443,-1.053197943,112.5505239,-51.61593828,-60.93458561
