Time,Subsystem #1|CTLs|Vars|VMrms1,Subsystem #1|CTLs|Vars|VSrms1,Subsystem #1|CTLs|Vars|Vrms1,Subsystem #1|CTLs|Vars|Vrms10,Subsystem #1|CTLs|Vars|Vrms13,Subsystem #1|CTLs|Vars|Vrms16,Subsystem #1|CTLs|Vars|Vrms19,Subsystem #1|CTLs|Vars|Vrms4,Subsystem #1|CTLs|Vars|Vrms7
0.0291,7.561672663,79.66533622,7.555102569,7.27966916,7.258049084,7.294897991,7.333174299,7.316574704,7.320198485
0.02925,7.564554646,79.6669068,7.557964354,7.298276677,7.279215112,7.31493068,7.35245408,7.334810309,7.338973586
0.0294,7.567428892,79.66850522,7.560870175,7.317526411,7.301286312,7.335686303,7.372377716,7.353657903,7.358376871
0.02955,7.57025624,79.67009629,7.563780483,7.337150149,7.323962785,7.356881395,7.392672575,7.37285842,7.378141591
0.0297,7.573000038,79.67164376,7.566657559,7.356900848,7.346953655,7.378247961,7.413083586,7.392171229,7.398018266
0.02985,7.575621237,79.67311093,7.569460648,7.376521632,7.369958301,7.399504686,7.433342901,7.411342308,7.417747739
0.03,7.578081288,79.67446523,7.572148892,7.395753202,7.392672153,7.4203706,7.453181667,7.43011808,7.437069259
0.03015,7.580346124,79.67568082,7.57468531,7.414349871,7.414802866,7.440576726,7.472344504,7.448257707,7.455733148
0.0303,7.582379048,79.67663532,7.57702957,7.432066316,7.436058242,7.459856324,7.490578036,7.465520572,7.473492946
0.03045,7.58416567,79.67743936,7.579163678,7.448670877,7.45616403,7.477961681,7.507646767,7.481682164,7.490118704
0.0306,7.585678432,79.67801531,7.581055407,7.463951286,7.474861242,7.494658165,7.523331558,7.496535532,7.505397538
0.03075,7.586908174,79.67843915,7.582690835,7.477723627,7.491928608,7.509750392,7.537446754,7.509905792,7.519147137
0.0309,7.587835145,79.67874758,7.58404499,7.48979159,7.507125412,7.523022982,7.549790147,7.521600615,7.531171016
0.03105,7.588451008,79.67896548,7.58510405,7.500025913,7.52027729,7.534327073,7.560226903,7.531491433,7.541337902
0.0312,7.58874663,79.6791025,7.585853215,7.508293735,7.531220347,7.543521395,7.568622364,7.539451738,7.549517427
0.03135,7.588715974,79.67915899,7.586280614,7.514482917,7.539807888,7.550480481,7.574861731,7.545371135,7.555596024
0.0315,7.588363741,79.67913044,7.586385066,7.518531128,7.545948854,7.555134646,7.578884574,7.549193429,7.559516005
0.03165,7.58768896,79.67894779,7.586159744,7.520382527,7.549566748,7.557423385,7.580637042,7.550865631,7.561223901
0.0318,7.586700907,79.67863503,7.585608154,7.520006531,7.550608092,7.557309515,7.580088253,7.550360502,7.560689132
0.03195,7.585417851,79.67822765,7.584742961,7.517432215,7.549088192,7.554822561,7.577272875,7.547709404,7.557946017
0.0321,7.583851199,79.67770807,7.583570226,7.512686061,7.545019877,7.549984885,7.572216999,7.542934385,7.553019035
0.03225,7.582019835,79.67706974,7.582103792,7.505833704,7.538459729,7.542864104,7.564991162,7.536104113,7.545978159
0.0324,7.57994758,79.67630493,7.58036282,7.496969021,7.529498137,7.533555454,7.555692778,7.527309104,7.536916892
0.03255,7.577660401,79.6754057,7.578369068,7.486207441,7.518249117,7.522178891,7.544443057,7.516664573,7.525952355
0.0327,7.575189909,79.67436724,7.576150416,7.473688556,7.504859206,7.508881396,7.531384175,7.504307089,7.513226648
